Id,Time,Value
2026352035,4/17/2016 5:59:00 AM,72
2026352035,4/17/2016 5:59:15 AM,72
2026352035,4/17/2016 5:59:30 AM,72
2026352035,4/17/2016 5:59:45 AM,72
2026352035,4/17/2016 6:00:00 AM,72
2026352035,4/17/2016 6:00:15 AM,72
2026352035,4/17/2016 6:00:30 AM,72
2026352035,4/17/2016 6:00:45 AM,72
2026352035,4/17/2016 6:01:00 AM,72
2026352035,4/17/2016 6:01:15 AM,72
2026352035,4/17/2016 6:02:10 AM,72
2026352035,4/17/2016 6:02:20 AM,72
2026352035,4/17/2016 6:02:30 AM,70
2026352035,4/17/2016 6:02:40 AM,69
2026352035,4/17/2016 6:02:50 AM,68
2026352035,4/17/2016 6:03:05 AM,68
2026352035,4/17/2016 6:03:20 AM,68
2026352035,4/17/2016 6:03:35 AM,69
2026352035,4/17/2016 6:03:45 AM,70
2026352035,4/17/2016 6:03:50 AM,71
2026352035,4/17/2016 6:03:55 AM,72
2026352035,4/17/2016 6:04:00 AM,73
2026352035,4/17/2016 6:04:15 AM,73
2026352035,4/17/2016 6:04:30 AM,73
2026352035,4/17/2016 6:04:45 AM,73
2026352035,4/17/2016 6:05:00 AM,73
2026352035,4/17/2016 6:05:15 AM,73
2026352035,4/17/2016 6:05:30 AM,73
2026352035,4/17/2016 6:05:45 AM,73
2026352035,4/17/2016 6:06:00 AM,73
2026352035,4/17/2016 6:06:15 AM,73
2026352035,4/17/2016 6:06:30 AM,73
2026352035,4/17/2016 6:06:45 AM,73
2026352035,4/17/2016 6:07:00 AM,73
2026352035,4/17/2016 6:07:15 AM,73
2026352035,4/17/2016 6:07:30 AM,73
2026352035,4/17/2016 6:07:45 AM,73
2026352035,4/17/2016 6:27:05 AM,73
2026352035,4/17/2016 6:27:10 AM,74
2026352035,4/17/2016 6:27:15 AM,75
2026352035,4/17/2016 6:27:20 AM,76
2026352035,4/17/2016 6:27:30 AM,75
2026352035,4/17/2016 6:27:35 AM,76
2026352035,4/17/2016 6:27:40 AM,78
2026352035,4/17/2016 6:27:45 AM,80
2026352035,4/17/2016 6:27:55 AM,79
2026352035,4/17/2016 6:28:10 AM,79
2026352035,4/17/2016 6:28:25 AM,79
2026352035,4/17/2016 6:28:40 AM,79
2026352035,4/17/2016 6:28:55 AM,79
2026352035,4/25/2016 9:37:05 AM,70
2026352035,4/25/2016 9:37:20 AM,70
2026352035,4/25/2016 9:37:30 AM,106
2026352035,4/25/2016 9:37:35 AM,108
2026352035,4/25/2016 9:37:40 AM,101
2026352035,4/25/2016 9:37:45 AM,93
2026352035,4/25/2016 9:38:00 AM,93
2026352035,4/25/2016 9:38:05 AM,95
2026352035,4/25/2016 9:38:10 AM,98
2026352035,4/25/2016 9:38:25 AM,98
2026352035,4/25/2016 9:38:30 AM,103
2026352035,4/25/2016 9:38:35 AM,104
2026352035,4/25/2016 9:38:50 AM,104
2026352035,4/25/2016 9:39:05 AM,104
2026352035,4/25/2016 9:39:20 AM,104
2026352035,4/25/2016 9:39:35 AM,104
2026352035,4/25/2016 9:39:45 AM,103
2026352035,4/25/2016 9:39:50 AM,102
2026352035,4/25/2016 9:40:05 AM,102
2026352035,4/25/2016 9:40:20 AM,102
2026352035,4/25/2016 9:40:35 AM,102
2026352035,4/25/2016 9:40:50 AM,102
2026352035,4/25/2016 9:40:55 AM,102
2026352035,4/25/2016 9:41:00 AM,101
2026352035,4/25/2016 9:41:15 AM,101
2026352035,4/25/2016 9:41:20 AM,103
2026352035,4/25/2016 9:41:25 AM,104
2026352035,4/25/2016 9:41:40 AM,104
2026352035,4/25/2016 9:41:45 AM,105
2026352035,4/25/2016 9:41:50 AM,107
2026352035,4/25/2016 9:41:55 AM,108
2026352035,4/25/2016 9:42:10 AM,108
2026352035,4/25/2016 9:42:25 AM,107
2026352035,4/25/2016 9:42:30 AM,105
2026352035,4/25/2016 9:42:35 AM,104
2026352035,4/25/2016 9:42:45 AM,103
2026352035,4/25/2016 9:42:50 AM,102
2026352035,4/25/2016 9:42:55 AM,103
2026352035,4/25/2016 9:43:00 AM,105
2026352035,4/25/2016 9:43:05 AM,104
2026352035,4/25/2016 9:43:20 AM,103
2026352035,4/25/2016 9:43:25 AM,102
2026352035,4/25/2016 9:43:30 AM,100
2026352035,4/25/2016 9:43:35 AM,101
2026352035,4/25/2016 9:43:40 AM,103
2026352035,4/25/2016 9:43:55 AM,103
2026352035,4/25/2016 9:44:05 AM,105
2026352035,4/25/2016 9:44:20 AM,105
2026352035,4/25/2016 9:44:35 AM,104
2026352035,4/25/2016 9:44:40 AM,104
2026352035,4/25/2016 9:44:55 AM,104
2026352035,4/25/2016 9:45:10 AM,105
2026352035,4/25/2016 9:45:15 AM,104
2026352035,4/25/2016 9:45:20 AM,102
2026352035,4/25/2016 9:45:35 AM,102
2026352035,4/25/2016 9:45:50 AM,102
2026352035,4/25/2016 9:46:05 AM,102
2026352035,4/25/2016 9:46:10 AM,103
2026352035,4/25/2016 9:46:20 AM,115
2026352035,4/25/2016 9:46:30 AM,114
2026352035,4/25/2016 9:46:35 AM,113
2026352035,4/25/2016 9:46:45 AM,112
2026352035,4/25/2016 9:47:00 AM,111
2026352035,4/25/2016 9:47:15 AM,111
2026352035,4/25/2016 9:47:20 AM,111
2026352035,4/25/2016 9:47:35 AM,109
2026352035,4/25/2016 9:47:40 AM,107
2026352035,4/25/2016 9:47:50 AM,107
2026352035,4/25/2016 9:48:05 AM,107
2026352035,4/25/2016 9:48:20 AM,108
2026352035,4/25/2016 9:48:30 AM,105
2026352035,4/25/2016 9:48:35 AM,102
2026352035,4/25/2016 9:48:40 AM,101
2026352035,4/25/2016 9:48:45 AM,102
2026352035,4/25/2016 9:48:50 AM,101
2026352035,4/25/2016 9:48:55 AM,101
2026352035,4/25/2016 9:49:10 AM,101
2026352035,4/25/2016 9:49:25 AM,102
2026352035,4/25/2016 9:49:40 AM,102
2026352035,4/25/2016 9:49:55 AM,102
2026352035,4/25/2016 9:50:05 AM,103
2026352035,4/25/2016 9:50:10 AM,104
2026352035,4/25/2016 9:50:25 AM,104
2026352035,4/25/2016 9:50:35 AM,103
2026352035,4/25/2016 9:50:45 AM,101
2026352035,4/25/2016 9:50:50 AM,100
2026352035,4/25/2016 9:51:00 AM,107
2026352035,4/25/2016 9:51:10 AM,107
2026352035,4/25/2016 9:51:25 AM,107
2026352035,4/25/2016 9:51:40 AM,107
2026352035,4/25/2016 9:51:55 AM,107
2026352035,4/25/2016 9:52:10 AM,107
2026352035,4/25/2016 9:52:15 AM,109
2026352035,4/25/2016 9:52:20 AM,110
2026352035,4/25/2016 9:52:35 AM,110
2026352035,4/25/2016 9:52:50 AM,110
2026352035,4/25/2016 9:53:00 AM,109
2026352035,4/25/2016 9:53:15 AM,109
2026352035,4/25/2016 9:53:25 AM,109
2026352035,4/25/2016 9:53:30 AM,110
2026352035,4/25/2016 9:53:45 AM,110
2026352035,4/25/2016 9:53:50 AM,111
2026352035,4/25/2016 9:54:00 AM,106
2026352035,4/25/2016 9:54:10 AM,108
2026352035,4/25/2016 9:54:15 AM,108
2026352035,4/25/2016 9:54:20 AM,107
2026352035,4/25/2016 9:54:30 AM,106
2026352035,4/25/2016 9:54:40 AM,105
2026352035,4/25/2016 9:54:45 AM,106
2026352035,4/25/2016 9:54:50 AM,107
2026352035,4/25/2016 9:55:00 AM,105
2026352035,4/25/2016 9:55:15 AM,105
2026352035,4/25/2016 9:55:30 AM,107
2026352035,4/25/2016 9:55:40 AM,109
2026352035,4/25/2016 9:55:45 AM,111
2026352035,4/25/2016 9:56:00 AM,114
2026352035,4/25/2016 9:56:10 AM,112
2026352035,4/25/2016 9:56:20 AM,112
2026352035,4/25/2016 9:56:30 AM,111
2026352035,4/25/2016 9:56:45 AM,111
2026352035,4/25/2016 9:57:00 AM,111
2026352035,4/25/2016 9:57:15 AM,111
2026352035,4/25/2016 9:57:30 AM,111
2026352035,4/25/2016 9:57:45 AM,111
2026352035,4/25/2016 9:58:00 AM,111
2026352035,4/25/2016 9:58:05 AM,111
2026352035,4/25/2016 9:58:20 AM,111
2026352035,4/25/2016 9:58:30 AM,109
2026352035,4/25/2016 9:58:40 AM,108
2026352035,4/25/2016 9:58:50 AM,108
2026352035,4/25/2016 9:58:55 AM,108
2026352035,4/25/2016 9:59:10 AM,108
2026352035,4/25/2016 9:59:25 AM,108
2026352035,4/25/2016 9:59:40 AM,108
2026352035,4/25/2016 9:59:50 AM,108
2026352035,4/25/2016 9:59:55 AM,111
2026352035,4/25/2016 10:00:10 AM,108
2026352035,4/25/2016 10:00:15 AM,108
2026352035,4/25/2016 10:00:30 AM,108
2026352035,4/25/2016 10:00:35 AM,107
2026352035,4/25/2016 10:00:45 AM,105
2026352035,4/25/2016 10:01:00 AM,101
2026352035,4/25/2016 10:01:15 AM,101
2026352035,4/25/2016 10:01:30 AM,101
2026352035,4/25/2016 10:01:35 AM,101
2026352035,4/25/2016 10:01:40 AM,100
2026352035,4/25/2016 10:01:55 AM,100
2026352035,4/25/2016 10:02:10 AM,103
2026352035,4/25/2016 10:02:20 AM,103
2026352035,4/25/2016 10:02:35 AM,103
2026352035,4/25/2016 10:02:40 AM,110
2026352035,4/25/2016 10:02:55 AM,110
2026352035,4/25/2016 10:03:00 AM,109
2026352035,4/25/2016 10:03:10 AM,108
2026352035,4/25/2016 10:03:20 AM,100
2026352035,4/25/2016 10:03:25 AM,99
2026352035,4/25/2016 10:03:30 AM,98
2026352035,4/25/2016 10:03:40 AM,97
2026352035,4/25/2016 10:03:45 AM,95
2026352035,4/25/2016 10:03:50 AM,93
2026352035,4/25/2016 10:03:55 AM,92
2026352035,4/25/2016 10:04:00 AM,89
2026352035,4/25/2016 10:04:15 AM,89
2026352035,4/25/2016 10:04:20 AM,90
2026352035,4/25/2016 10:04:25 AM,92
2026352035,4/25/2016 10:04:30 AM,90
2026352035,4/25/2016 10:04:35 AM,88
2026352035,4/25/2016 10:04:40 AM,88
2026352035,4/25/2016 10:04:55 AM,88
2026352035,4/25/2016 10:05:10 AM,88
2026352035,4/25/2016 10:05:25 AM,88
2026352035,4/25/2016 10:05:40 AM,88
2026352035,4/25/2016 10:05:55 AM,88
2026352035,4/25/2016 10:06:10 AM,88
2026352035,4/25/2016 10:06:25 AM,88
2026352035,4/25/2016 10:06:30 AM,95
2026352035,4/25/2016 10:06:40 AM,90
2026352035,4/25/2016 10:06:55 AM,90
2026352035,4/25/2016 10:07:10 AM,90
2026352035,4/25/2016 10:07:20 AM,91
2026352035,4/25/2016 10:07:35 AM,91
2026352035,4/25/2016 10:07:50 AM,91
2026352035,4/25/2016 10:08:00 AM,90
2026352035,4/25/2016 10:08:10 AM,90
2026352035,4/25/2016 10:08:20 AM,100
2026352035,4/25/2016 10:08:30 AM,102
2026352035,4/25/2016 10:08:40 AM,101
2026352035,4/25/2016 10:08:55 AM,101
2026352035,4/25/2016 10:09:10 AM,101
2026352035,4/25/2016 10:09:25 AM,101
2026352035,4/25/2016 10:09:30 AM,104
2026352035,4/25/2016 10:09:35 AM,102
2026352035,4/25/2016 10:09:40 AM,102
2026352035,4/25/2016 10:09:55 AM,102
2026352035,4/25/2016 10:10:10 AM,102
2026352035,4/25/2016 10:10:15 AM,103
2026352035,4/25/2016 10:10:20 AM,104
2026352035,4/25/2016 10:10:25 AM,104
2026352035,4/25/2016 10:10:30 AM,104
2026352035,4/25/2016 10:10:35 AM,105
2026352035,4/25/2016 10:10:45 AM,104
2026352035,4/25/2016 10:10:50 AM,98
2026352035,4/25/2016 10:10:55 AM,97
2026352035,4/25/2016 10:11:00 AM,97
2026352035,4/25/2016 10:11:15 AM,96
2026352035,4/25/2016 10:11:30 AM,96
2026352035,4/25/2016 10:11:45 AM,95
2026352035,4/25/2016 10:12:00 AM,95
2026352035,4/25/2016 10:12:05 AM,94
2026352035,4/25/2016 10:12:10 AM,93
2026352035,4/25/2016 10:12:20 AM,97
2026352035,4/25/2016 10:12:25 AM,97
2026352035,4/25/2016 10:12:40 AM,97
2026352035,4/25/2016 10:12:55 AM,97
2026352035,4/25/2016 10:13:10 AM,97
2026352035,4/25/2016 10:13:25 AM,97
2026352035,4/25/2016 10:13:40 AM,97
2026352035,4/25/2016 10:13:55 AM,97
2026352035,4/25/2016 10:14:10 AM,97
2026352035,4/25/2016 10:14:25 AM,97
2026352035,4/25/2016 10:14:40 AM,97
2026352035,4/25/2016 10:14:55 AM,97
2026352035,4/25/2016 10:15:10 AM,97
2026352035,4/25/2016 10:15:25 AM,97
2026352035,4/25/2016 10:15:40 AM,97
2026352035,4/25/2016 10:15:55 AM,97
2026352035,4/25/2016 10:16:10 AM,97
2026352035,4/25/2016 10:16:25 AM,97
2026352035,4/25/2016 10:16:30 AM,96
2026352035,4/25/2016 10:16:40 AM,98
2026352035,4/25/2016 10:16:55 AM,98
2026352035,4/25/2016 10:17:10 AM,96
2026352035,4/25/2016 10:17:20 AM,94
2026352035,4/25/2016 10:17:25 AM,94
2026352035,4/25/2016 10:17:40 AM,94
2026352035,4/25/2016 10:17:55 AM,94
2026352035,4/25/2016 10:18:00 AM,94
2026352035,4/25/2016 10:18:05 AM,94
2026352035,4/25/2016 10:18:20 AM,94
2026352035,4/25/2016 10:18:35 AM,93
2026352035,4/25/2016 10:18:40 AM,92
2026352035,4/25/2016 10:18:45 AM,91
2026352035,4/25/2016 10:19:00 AM,91
2026352035,4/25/2016 10:19:10 AM,91
2026352035,4/25/2016 10:19:25 AM,91
2026352035,4/25/2016 10:19:30 AM,92
2026352035,4/25/2016 10:19:35 AM,91
2026352035,4/25/2016 10:19:40 AM,98
2026352035,4/25/2016 10:19:50 AM,99
2026352035,4/25/2016 10:19:55 AM,99
2026352035,4/25/2016 10:20:00 AM,98
2026352035,4/25/2016 10:20:05 AM,97
2026352035,4/25/2016 10:20:10 AM,95
2026352035,4/25/2016 10:20:25 AM,97
2026352035,4/25/2016 10:20:40 AM,97
2026352035,4/25/2016 10:20:55 AM,97
2026352035,4/25/2016 10:21:00 AM,96
2026352035,4/25/2016 10:21:05 AM,97
2026352035,4/25/2016 10:21:10 AM,101
2026352035,4/25/2016 10:21:15 AM,102
2026352035,4/25/2016 10:21:30 AM,102
2026352035,4/25/2016 10:21:40 AM,103
2026352035,4/25/2016 10:21:45 AM,100
2026352035,4/25/2016 10:21:50 AM,101
2026352035,4/25/2016 10:22:05 AM,102
2026352035,4/25/2016 10:22:10 AM,101
2026352035,4/25/2016 10:22:15 AM,98
2026352035,4/25/2016 10:22:20 AM,92
2026352035,4/25/2016 10:22:25 AM,91
2026352035,4/25/2016 10:22:30 AM,90
2026352035,4/25/2016 10:22:45 AM,90
2026352035,4/25/2016 10:22:50 AM,91
2026352035,4/25/2016 10:23:00 AM,88
2026352035,4/25/2016 10:23:05 AM,87
2026352035,4/25/2016 10:23:10 AM,85
2026352035,4/25/2016 10:23:15 AM,84
2026352035,4/25/2016 10:23:30 AM,87
2026352035,4/25/2016 10:23:35 AM,96
2026352035,4/25/2016 10:23:40 AM,101
2026352035,4/25/2016 10:23:45 AM,104
2026352035,4/25/2016 10:23:55 AM,104
2026352035,4/25/2016 10:24:05 AM,99
2026352035,4/25/2016 10:24:10 AM,100
2026352035,4/25/2016 10:24:20 AM,99
2026352035,4/25/2016 10:24:25 AM,97
2026352035,4/25/2016 10:24:30 AM,102
2026352035,4/25/2016 10:24:35 AM,101
2026352035,4/25/2016 10:24:40 AM,102
2026352035,4/25/2016 10:24:55 AM,102
2026352035,4/25/2016 10:25:00 AM,102
2026352035,4/25/2016 10:25:15 AM,105
2026352035,4/25/2016 10:25:25 AM,106
2026352035,4/25/2016 10:25:30 AM,108
2026352035,4/25/2016 10:25:35 AM,95
2026352035,4/25/2016 10:25:40 AM,96
2026352035,4/25/2016 10:25:45 AM,93
2026352035,4/25/2016 10:25:50 AM,92
2026352035,4/25/2016 10:25:55 AM,93
2026352035,4/25/2016 10:26:00 AM,92
2026352035,4/25/2016 10:26:15 AM,92
2026352035,4/25/2016 10:26:30 AM,91
2026352035,4/25/2016 10:26:35 AM,92
2026352035,4/25/2016 10:26:50 AM,91
2026352035,4/25/2016 10:27:05 AM,91
2026352035,4/25/2016 10:27:20 AM,91
2026352035,4/25/2016 10:27:35 AM,92
2026352035,4/25/2016 10:27:50 AM,92
2026352035,4/25/2016 10:28:05 AM,92
2026352035,4/25/2016 10:28:10 AM,93
2026352035,4/25/2016 10:28:15 AM,94
2026352035,4/25/2016 10:28:25 AM,95
2026352035,4/25/2016 10:28:30 AM,94
2026352035,4/25/2016 10:28:40 AM,94
2026352035,4/25/2016 10:28:55 AM,94
2026352035,4/25/2016 10:29:10 AM,94
2026352035,4/25/2016 10:31:05 AM,94
2026352035,4/25/2016 10:31:20 AM,94
2026352035,4/25/2016 10:31:25 AM,93
2026352035,4/25/2016 10:31:30 AM,93
2026352035,4/25/2016 10:31:40 AM,92
2026352035,4/25/2016 10:31:45 AM,92
2026352035,4/25/2016 10:32:00 AM,92
2026352035,4/25/2016 10:32:15 AM,92
2026352035,4/25/2016 10:32:30 AM,92
2026352035,4/25/2016 10:32:35 AM,92
2026352035,4/25/2016 10:32:50 AM,92
2026352035,4/25/2016 10:33:05 AM,92
2026352035,4/25/2016 10:33:20 AM,92
2026352035,4/25/2016 10:33:35 AM,92
2026352035,4/25/2016 10:33:40 AM,97
2026352035,4/25/2016 10:33:55 AM,97
2026352035,4/25/2016 10:34:10 AM,97
2026352035,4/25/2016 10:34:25 AM,97
2026352035,4/25/2016 10:34:40 AM,97
2026352035,4/25/2016 10:34:55 AM,97
2026352035,4/25/2016 10:35:10 AM,97
2026352035,4/25/2016 10:35:25 AM,97
2026352035,4/25/2016 10:35:40 AM,97
2026352035,4/25/2016 10:35:55 AM,97
2026352035,4/25/2016 10:36:10 AM,97
2026352035,4/25/2016 10:36:25 AM,97
2026352035,4/25/2016 10:36:40 AM,97
2026352035,4/25/2016 10:38:05 AM,97
2026352035,4/25/2016 10:38:20 AM,97
2026352035,4/25/2016 10:38:35 AM,97
2026352035,4/25/2016 10:38:50 AM,97
2026352035,4/25/2016 10:39:00 AM,97
2026352035,4/25/2016 10:39:05 AM,97
2026352035,4/25/2016 10:39:20 AM,96
2026352035,4/25/2016 10:39:35 AM,96
2026352035,4/25/2016 10:39:40 AM,98
2026352035,4/25/2016 10:39:50 AM,97
2026352035,4/25/2016 10:40:00 AM,95
2026352035,4/25/2016 10:40:15 AM,95
2026352035,4/25/2016 10:40:30 AM,95
2026352035,4/25/2016 10:40:45 AM,95
2026352035,4/25/2016 10:41:00 AM,95
2026352035,4/25/2016 10:41:15 AM,95
2026352035,4/25/2016 10:41:30 AM,95
2026352035,4/25/2016 10:41:45 AM,95
2026352035,4/25/2016 10:42:00 AM,95
2026352035,4/25/2016 10:42:15 AM,95
2026352035,4/25/2016 10:42:30 AM,95
2026352035,4/25/2016 10:42:45 AM,95
2026352035,4/25/2016 10:43:00 AM,95
2026352035,4/25/2016 10:43:15 AM,95
2026352035,4/25/2016 10:43:30 AM,95
2026352035,4/25/2016 10:43:45 AM,95
2026352035,4/25/2016 10:44:00 AM,95
2026352035,4/25/2016 10:44:05 AM,95
2026352035,4/25/2016 10:44:20 AM,95
2026352035,4/25/2016 10:44:35 AM,95
2026352035,4/25/2016 10:44:50 AM,95
2026352035,4/25/2016 10:45:05 AM,95
2026352035,4/25/2016 10:45:20 AM,95
2026352035,4/25/2016 10:45:35 AM,95
2026352035,4/25/2016 10:45:50 AM,95
2026352035,4/25/2016 10:46:00 AM,93
2026352035,4/25/2016 10:46:15 AM,93
2026352035,4/25/2016 10:46:30 AM,93
2026352035,4/25/2016 10:46:45 AM,93
2026352035,4/25/2016 10:47:00 AM,93
2026352035,4/25/2016 10:47:15 AM,93
2026352035,4/25/2016 10:47:30 AM,93
2026352035,4/25/2016 10:47:45 AM,93
2026352035,4/25/2016 10:48:00 AM,93
2026352035,4/25/2016 10:48:15 AM,93
2026352035,4/25/2016 10:48:30 AM,92
2026352035,4/25/2016 10:48:45 AM,92
2026352035,4/25/2016 10:48:50 AM,87
2026352035,4/25/2016 10:49:00 AM,84
2026352035,4/25/2016 10:49:15 AM,84
2026352035,4/25/2016 10:49:20 AM,86
2026352035,4/25/2016 10:49:35 AM,85
2026352035,4/25/2016 10:49:50 AM,84
2026352035,4/25/2016 10:50:00 AM,83
2026352035,4/25/2016 10:50:05 AM,83
2026352035,4/25/2016 10:50:10 AM,84
2026352035,4/25/2016 10:50:25 AM,84
2026352035,4/25/2016 10:50:35 AM,83
2026352035,4/25/2016 10:50:40 AM,84
2026352035,4/25/2016 10:50:55 AM,84
2026352035,4/25/2016 10:51:00 AM,86
2026352035,4/25/2016 10:51:05 AM,88
2026352035,4/25/2016 10:51:10 AM,87
2026352035,4/25/2016 10:51:25 AM,87
2026352035,4/25/2016 10:51:30 AM,89
2026352035,4/25/2016 10:51:35 AM,92
2026352035,4/25/2016 10:51:40 AM,95
2026352035,4/25/2016 10:51:45 AM,98
2026352035,4/25/2016 10:51:50 AM,99
2026352035,4/25/2016 10:52:00 AM,100
2026352035,4/25/2016 10:52:15 AM,100
2026352035,4/25/2016 10:52:30 AM,100
2026352035,4/25/2016 10:52:45 AM,100
